Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Tuesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/01
 2,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/02
 3,Thursday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/03
 4,Friday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/04
 5,Saturday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/05
 6,Sunday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/06
 7,Monday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/07
 8,Tuesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/08
 9,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/09
10,Thursday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/10
11,Friday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/11
12,Saturday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/12
13,Sunday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/13
14,Monday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/14
15,Tuesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/15
16,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/16
17,Thursday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/17
18,Friday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/18
19,Saturday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/19
20,Sunday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/20
21,Monday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/21
22,Tuesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/22
23,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/23
24,Thursday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/24
25,Friday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/25
26,Saturday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/26
27,Sunday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/27
28,Monday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/28
29,Tuesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/29
30,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/06/30
