Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Saturday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/01
 2,Sunday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/02
 3,Monday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/03
 4,Tuesday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/04
 5,Wednesday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/05
 6,Thursday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/06
 7,Friday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/07
 8,Saturday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/08
 9,Sunday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/09
10,Monday,Prorogation,False,Prorogation,False,https://api.parliament.uk/egg-timer/calendar/2021/05/10
11,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/11
12,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/12
13,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/13
14,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/14
15,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/15
16,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/16
17,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/17
18,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/18
19,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/19
20,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/20
21,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/21
22,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/22
23,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/23
24,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/24
25,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/25
26,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/26
27,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/05/27
28,Friday,Adjournment day (Whitsun recess),False,Adjournment day (Whitsun recess),False,https://api.parliament.uk/egg-timer/calendar/2021/05/28
29,Saturday,Adjournment day (Whitsun recess),False,Adjournment day (Whitsun recess),False,https://api.parliament.uk/egg-timer/calendar/2021/05/29
30,Sunday,Adjournment day (Whitsun recess),False,Adjournment day (Whitsun recess),False,https://api.parliament.uk/egg-timer/calendar/2021/05/30
31,Monday,Adjournment day (Whitsun recess),False,Adjournment day (Whitsun recess),False,https://api.parliament.uk/egg-timer/calendar/2021/05/31
