Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Sunday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/01
 2,Monday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/02
 3,Tuesday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/03
 4,Wednesday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/04
 5,Thursday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/05
 6,Friday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/06
 7,Saturday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/07
 8,Sunday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/08
 9,Monday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/09
10,Tuesday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/10
11,Wednesday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/11
12,Thursday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/12
13,Friday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/13
14,Saturday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/14
15,Sunday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/15
16,Monday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/16
17,Tuesday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2021/08/17
18,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2021/08/18
19,Thursday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/19
20,Friday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/20
21,Saturday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/21
22,Sunday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/22
23,Monday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/23
24,Tuesday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/24
25,Wednesday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/25
26,Thursday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/26
27,Friday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/27
28,Saturday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/28
29,Sunday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/29
30,Monday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/30
31,Tuesday,Adjournment day (Summer recess (post recall)),False,Adjournment day (Summer recess (post recall)),False,https://api.parliament.uk/egg-timer/calendar/2021/08/31
