Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/01
 2,Friday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/02
 3,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/03
 4,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/04
 5,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/05
 6,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/06
 7,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/07
 8,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/08
 9,Friday,Adjournment day (February recess),False,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/09
10,Saturday,Adjournment day (February recess),False,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/10
11,Sunday,Adjournment day (February recess),False,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/11
12,Monday,Adjournment day (February recess),False,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/12
13,Tuesday,Adjournment day (February recess),False,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/13
14,Wednesday,Adjournment day (February recess),False,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/14
15,Thursday,Adjournment day (February recess),False,Adjournment day (February recess),True,https://api.parliament.uk/egg-timer/calendar/2024/02/15
16,Friday,Adjournment day (February recess),False,Adjournment day (February recess),True,https://api.parliament.uk/egg-timer/calendar/2024/02/16
17,Saturday,Adjournment day (February recess),False,Adjournment day (February recess),True,https://api.parliament.uk/egg-timer/calendar/2024/02/17
18,Sunday,Adjournment day (February recess),False,Adjournment day (February recess),True,https://api.parliament.uk/egg-timer/calendar/2024/02/18
19,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/19
20,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/20
21,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/21
22,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/22
23,Friday,Parliamentary sitting day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/23
24,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/24
25,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/25
26,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/26
27,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/27
28,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/28
29,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/02/29
