Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Thursday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/01
 2,Friday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/02
 3,Saturday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/03
 4,Sunday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/04
 5,Monday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/05
 6,Tuesday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/06
 7,Wednesday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/07
 8,Thursday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/08
 9,Friday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/09
10,Saturday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/10
11,Sunday,Adjournment day (Conference recess),False,Adjournment day (Conference recess ),False,https://api.parliament.uk/egg-timer/calendar/2026/10/11
12,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/12
13,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/13
14,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/14
15,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/15
16,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/16
17,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/17
18,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/18
19,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/19
20,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/20
21,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/21
22,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/22
23,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/23
24,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/24
25,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/25
26,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/26
27,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/27
28,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/28
29,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/29
30,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/30
31,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2026/10/31
