Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/01
 2,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/02
 3,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/03
 4,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/04
 5,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/05
 6,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/06
 7,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/07
 8,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/08
 9,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/09
10,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/10
11,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/11
12,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/12
13,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/13
14,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/14
15,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/15
16,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/16
17,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/17
18,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/18
19,Friday,Adjournment day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/19
20,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/20
21,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/21
22,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/22
23,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/23
24,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/24
25,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2019/07/25
26,Friday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2019/07/26
27,Saturday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2019/07/27
28,Sunday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2019/07/28
29,Monday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2019/07/29
30,Tuesday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2019/07/30
31,Wednesday,Adjournment day (Summer recess),False,Adjournment day (Summer recess),False,https://api.parliament.uk/egg-timer/calendar/2019/07/31
