Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Sunday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2023/01/01
 2,Monday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2023/01/02
 3,Tuesday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2023/01/03
 4,Wednesday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2023/01/04
 5,Thursday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2023/01/05
 6,Friday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2023/01/06
 7,Saturday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2023/01/07
 8,Sunday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2023/01/08
 9,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/09
10,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/10
11,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/11
12,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/12
13,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/13
14,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/14
15,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/15
16,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/16
17,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/17
18,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/18
19,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/19
20,Friday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/20
21,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/21
22,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/22
23,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/23
24,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/24
25,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/25
26,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/26
27,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/27
28,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/28
29,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/29
30,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/30
31,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2023/01/31
