Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/01
 2,Thursday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/02
 3,Friday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/03
 4,Saturday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/04
 5,Sunday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/05
 6,Monday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/06
 7,Tuesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/07
 8,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/08
 9,Thursday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/09
10,Friday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/10
11,Saturday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/11
12,Sunday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/12
13,Monday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/13
14,Tuesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/14
15,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/15
16,Thursday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/16
17,Friday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/17
18,Saturday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/18
19,Sunday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/19
20,Monday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/20
21,Tuesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/21
22,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/22
23,Thursday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/23
24,Friday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/24
25,Saturday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/25
26,Sunday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/26
27,Monday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/27
28,Tuesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/28
29,Wednesday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/29
30,Thursday,Session day of unknown type,False,Session day of unknown type,False,https://api.parliament.uk/egg-timer/calendar/2027/09/30
