Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/01
 2,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/02
 3,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/03
 4,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/04
 5,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/05
 6,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/06
 7,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/07
 8,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/08
 9,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/09
10,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/10
11,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/11
12,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/12
13,Friday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/13
14,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/14
15,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/15
16,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/16
17,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/17
18,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/18
19,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/19
20,Friday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/20
21,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/21
22,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/22
23,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/23
24,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/24
25,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2020/03/25
26,Thursday,Adjournment day (Easter recess),False,Adjournment day (Easter reces),False,https://api.parliament.uk/egg-timer/calendar/2020/03/26
27,Friday,Adjournment day (Easter recess),False,Adjournment day (Easter reces),False,https://api.parliament.uk/egg-timer/calendar/2020/03/27
28,Saturday,Adjournment day (Easter recess),False,Adjournment day (Easter reces),False,https://api.parliament.uk/egg-timer/calendar/2020/03/28
29,Sunday,Adjournment day (Easter recess),False,Adjournment day (Easter reces),False,https://api.parliament.uk/egg-timer/calendar/2020/03/29
30,Monday,Adjournment day (Easter recess),False,Adjournment day (Easter reces),False,https://api.parliament.uk/egg-timer/calendar/2020/03/30
31,Tuesday,Adjournment day (Easter recess),False,Adjournment day (Easter reces),False,https://api.parliament.uk/egg-timer/calendar/2020/03/31
